UF,Município,co_municipio_ibge,Laboratório,Total de Doses Aplicadas,1ª Dose,2ª Dose,Dose Reforço,2ª Dose Reforço,Dose Adicional,Dose Única
PR,Campo Magro,410425,Janssen,2.005,0,0,674,522,198,611
PR,Campo Magro,410425,-,615,319,293,3,0,0,0
PR,Campo Mourão,410430,Pfizer,95.051,33.372,29.842,29.227,1.082,1.528,0
PR,Campo Mourão,410430,Astrazeneca,65.950,27.682,27.021,9.937,1.100,210,0
PR,Campo Mourão,410430,Coronavac,45.143,23.163,21.957,21,1,1,0
PR,Campo Mourão,410430,Janssen,17.058,0,0,11.174,2.344,578,2.962
PR,Campo Mourão,410430,-,2.017,1.511,506,0,0,0,0
PR,Cândido De Abreu,410440,Pfizer,12.940,5.382,4.365,3.144,47,2,0
PR,Cândido De Abreu,410440,Astrazeneca,10.542,4.559,4.415,1.416,150,2,0
PR,Cândido De Abreu,410440,Coronavac,5.850,3.035,2.814,1,0,0,0
PR,Cândido De Abreu,410440,Janssen,1.544,0,0,1.075,170,0,299
PR,Cândido De Abreu,410440,-,485,323,159,3,0,0,0
PR,Candói,410442,Pfizer,12.895,4.670,3.890,4.222,43,70,0
PR,Candói,410442,Astrazeneca,10.191,4.556,4.336,1.128,113,58,0
PR,Candói,410442,Coronavac,6.863,3.456,3.390,17,0,0,0
PR,Candói,410442,Janssen,1.838,0,0,1.227,117,30,464
PR,Candói,410442,-,435,318,117,0,0,0,0
PR,Cantagalo,410445,Pfizer,9.565,3.822,3.310,2.409,5,19,0
PR,Cantagalo,410445,Astrazeneca,8.961,4.407,4.325,222,7,0,0
PR,Cantagalo,410445,Coronavac,4.269,2.218,2.051,0,0,0,0
PR,Cantagalo,410445,Janssen,516,0,0,240,0,0,276
PR,Cantagalo,410445,-,362,229,132,1,0,0,0
PR,Capanema,410450,Pfizer,16.043,5.530,4.999,5.438,17,59,0
PR,Capanema,410450,Astrazeneca,13.310,6.094,5.688,1.155,371,2,0
PR,Capanema,410450,Coronavac,8.703,4.446,4.253,3,0,1,0
PR,Capanema,410450,Janssen,1.233,9,5,392,319,11,497
PR,Capitão Leônidas Marques,410460,Pfizer,13.335,4.635,3.973,4.598,27,102,0
PR,Capitão Leônidas Marques,410460,Astrazeneca,10.067,4.623,4.392,686,366,0,0
PR,Capitão Leônidas Marques,410460,Coronavac,6.379,3.185,3.190,3,1,0,0
PR,Capitão Leônidas Marques,410460,Janssen,1.190,0,0,391,233,0,566
PR,Capitão Leônidas Marques,410460,-,373,343,28,2,0,0,0
PR,Carambeí,410465,Pfizer,22.776,9.013,8.165,5.219,44,335,0
PR,Carambeí,410465,Astrazeneca,15.197,6.346,6.246,2.597,7,1,0
PR,Carambeí,410465,Coronavac,8.093,4.040,4.052,1,0,0,0
PR,Carambeí,410465,Janssen,3.537,0,0,2.224,121,2,1.190
PR,Carambeí,410465,-,655,560,94,1,0,0,0
PR,Carlópolis,410470,Pfizer,15.202,5.318,4.748,4.885,220,31,0
PR,Carlópolis,410470,Astrazeneca,11.311,4.763,4.649,1.356,543,0,0
PR,Carlópolis,410470,Coronavac,7.789,4.087,3.690,9,3,0,0
PR,Carlópolis,410470,Janssen,2.195,0,0,1.642,277,6,270
PR,Carlópolis,410470,-,395,177,217,1,0,0,0
PR,Cascavel,410480,Pfizer,325.295,120.245,99.035,89.206,1.495,15.314,0
PR,Cascavel,410480,Astrazeneca,221.904,97.224,94.645,18.236,8.591,3.208,0
PR,Cascavel,410480,Coronavac,126.757,64.494,62.084,121,20,38,0
PR,Cascavel,410480,Janssen,33.907,0,0,9.661,6.405,4.285,13.556
PR,Cascavel,410480,-,9.016,6.807,2.165,37,4,3,0
PR,Castro,410490,Pfizer,74.770,29.047,27.251,14.963,1.328,2.181,0
PR,Castro,410490,Astrazeneca,51.717,21.285,20.643,8.706,376,707,0
PR,Castro,410490,Coronavac,28.360,14.281,13.988,91,0,0,0
PR,Castro,410490,Janssen,12.820,0,0,9.427,160,118,3.115
PR,Castro,410490,-,1.261,1.234,26,1,0,0,0
PR,Catanduvas,410500,Pfizer,7.506,2.743,2.234,2.503,3,23,0
PR,Catanduvas,410500,Astrazeneca,7.364,3.327,3.160,579,5,293,0
PR,Catanduvas,410500,Coronavac,3.325,1.678,1.643,2,0,2,0
PR,Catanduvas,410500,Janssen,932,0,0,490,4,224,214
PR,Catanduvas,410500,-,215,209,6,0,0,0,0
PR,Centenário Do Sul,410510,Pfizer,9.844,3.291,2.875,3.510,144,24,0
PR,Centenário Do Sul,410510,Astrazeneca,8.286,3.585,3.508,1.053,140,0,0
PR,Centenário Do Sul,410510,Coronavac,4.282,2.069,2.211,2,0,0,0
PR,Centenário Do Sul,410510,Janssen,1.567,0,0,1.068,189,0,310
PR,Centenário Do Sul,410510,-,265,222,43,0,0,0,0
PR,Cerro Azul,410520,Pfizer,14.613,5.183,4.634,4.652,141,3,0
PR,Cerro Azul,410520,Astrazeneca,12.657,5.424,5.158,2.008,67,0,0
PR,Cerro Azul,410520,Coronavac,6.264,3.287,2.969,8,0,0,0
PR,Cerro Azul,410520,Janssen,2.575,0,0,795,268,658,854
PR,Cerro Azul,410520,-,349,130,219,0,0,0,0
PR,Céu Azul,410530,Pfizer,10.049,3.344,3.020,3.469,214,2,0
PR,Céu Azul,410530,Astrazeneca,7.868,3.523,3.408,689,247,1,0
PR,Céu Azul,410530,Coronavac,4.378,2.257,2.118,3,0,0,0
PR,Céu Azul,410530,Janssen,843,0,0,356,67,6,414
PR,Céu Azul,410530,-,49,27,20,2,0,0,0
PR,Chopinzinho,410540,Pfizer,18.638,6.709,5.950,5.757,195,27,0
PR,Chopinzinho,410540,Astrazeneca,14.382,5.942,5.839,2.600,1,0,0
PR,Chopinzinho,410540,Coronavac,10.085,5.274,4.811,0,0,0,0
PR,Chopinzinho,410540,Janssen,2.277,0,0,911,903,2,461
PR,Chopinzinho,410540,-,67,31,36,0,0,0,0
PR,Cianorte,410550,Pfizer,79.667,25.992,22.773,29.230,1.171,501,0
PR,Cianorte,410550,Astrazeneca,55.507,24.868,24.326,4.493,1.820,0,0
PR,Cianorte,410550,Coronavac,31.723,16.585,15.137,0,0,0,1
PR,Cianorte,410550,Janssen,8.224,0,0,3.477,1.419,0,3.328
PR,Cidade Gaúcha,410560,Pfizer,10.331,3.703,2.920,3.666,1,41,0
PR,Cidade Gaúcha,410560,Astrazeneca,9.881,4.389,4.247,1.242,0,3,0
PR,Cidade Gaúcha,410560,Coronavac,4.177,2.092,2.078,7,0,0,0
PR,Cidade Gaúcha,410560,Janssen,1.122,0,0,801,31,1,289
PR,Cidade Gaúcha,410560,-,359,303,55,1,0,0,0
PR,Clevelândia,410570,Pfizer,14.780,5.419,4.468,4.647,201,45,0
PR,Clevelândia,410570,Astrazeneca,10.389,4.735,4.588,861,109,96,0
PR,Clevelândia,410570,Coronavac,6.684,3.456,3.227,1,0,0,0
PR,Clevelândia,410570,Janssen,1.004,0,0,194,245,227,338
PR,Clevelândia,410570,-,436,355,81,0,0,0,0
PR,Colombo,410580,Pfizer,224.738,89.024,75.977,53.993,626,5.118,0
PR,Colombo,410580,Astrazeneca,153.881,66.572,64.360,17.905,4.493,551,0
PR,Colombo,410580,Coronavac,94.124,50.174,43.856,79,0,15,0
PR,Colombo,410580,Janssen,36.189,0,0,21.927,4.920,412,8.930
PR,Colombo,410580,-,51,45,5,1,0,0,0
PR,Colorado,410590,Astrazeneca,19.405,8.415,8.218,2.417,194,161,0
PR,Colorado,410590,Pfizer,19.303,6.221,5.486,7.001,313,282,0
PR,Colorado,410590,Coronavac,10.271,5.140,5.124,7,0,0,0
PR,Colorado,410590,Janssen,4.174,0,0,2.407,754,289,724
PR,Colorado,410590,-,635,586,48,1,0,0,0
PR,Congonhinhas,410600,Pfizer,7.493,2.549,2.153,2.475,315,1,0
PR,Congonhinhas,410600,Astrazeneca,6.300,2.720,2.586,952,42,0,0
PR,Congonhinhas,410600,Coronavac,3.420,1.787,1.629,4,0,0,0
PR,Congonhinhas,410600,Janssen,1.393,0,0,804,226,2,361
PR,Congonhinhas,410600,-,271,132,134,4,1,0,0
PR,Conselheiro Mairinck,410610,Pfizer,3.400,1.097,997,1.226,80,0,0
PR,Conselheiro Mairinck,410610,Astrazeneca,3.095,1.369,1.334,303,89,0,0
PR,Conselheiro Mairinck,410610,Coronavac,1.559,746,813,0,0,0,0
PR,Conselheiro Mairinck,410610,Janssen,484,0,0,291,123,0,70
PR,Conselheiro Mairinck,410610,-,111,109,2,0,0,0,0
PR,Contenda,410620,Pfizer,18.311,6.398,5.574,4.812,508,1.019,0
PR,Contenda,410620,Astrazeneca,12.326,5.406,5.370,1.364,130,56,0
PR,Contenda,410620,Coronavac,6.723,3.323,3.396,3,1,0,0
PR,Contenda,410620,Janssen,2.380,0,0,1.491,27,164,698
PR,Contenda,410620,-,330,312,18,0,0,0,0
PR,Corbélia,410630,Pfizer,13.273,4.892,4.331,4.030,8,12,0
PR,Corbélia,410630,Astrazeneca,12.046,5.241,5.041,1.523,237,4,0
PR,Corbélia,410630,Coronavac,7.094,3.554,3.539,1,0,0,0
PR,Corbélia,410630,Janssen,1.817,0,0,990,161,1,665
PR,Corbélia,410630,-,412,374,30,8,0,0,0
PR,Cornélio Procópio,410640,Pfizer,42.577,14.072,12.077,14.670,206,1.552,0
PR,Cornélio Procópio,410640,Astrazeneca,35.709,15.686,14.991,2.809,1.074,1.149,0
PR,Cornélio Procópio,410640,Coronavac,22.408,11.400,11.001,6,0,1,0
PR,Cornélio Procópio,410640,Janssen,6.429,0,0,3.412,1.584,462,971
PR,Cornélio Procópio,410640,-,1.145,889,256,0,0,0,0
PR,Coronel Domingos Soares,410645,Pfizer,6.701,2.343,2.247,1.994,97,20,0
PR,Coronel Domingos Soares,410645,Astrazeneca,5.065,2.134,2.078,837,16,0,0
PR,Coronel Domingos Soares,410645,Coronavac,3.033,1.631,1.399,3,0,0,0
PR,Coronel Domingos Soares,410645,Janssen,858,0,0,602,134,0,122
PR,Coronel Domingos Soares,410645,-,385,141,242,2,0,0,0
PR,Coronel Vivida,410650,Pfizer,20.288,7.408,6.160,6.043,363,314,0
PR,Coronel Vivida,410650,Astrazeneca,16.526,7.067,6.849,1.858,103,649,0
PR,Coronel Vivida,410650,Coronavac,12.291,6.497,5.783,9,0,2,0
PR,Coronel Vivida,410650,Janssen,2.703,0,0,1.251,503,522,427
PR,Coronel Vivida,410650,-,126,45,81,0,0,0,0
PR,Corumbataí Do Sul,410655,Astrazeneca,2.952,1.387,1.290,164,0,111,0
PR,Corumbataí Do Sul,410655,Pfizer,2.942,1.173,984,783,0,2,0
PR,Corumbataí Do Sul,410655,Coronavac,1.978,1.015,963,0,0,0,0
PR,Corumbataí Do Sul,410655,Janssen,312,0,0,246,0,41,25
PR,Corumbataí Do Sul,410655,-,78,62,16,0,0,0,0
PR,Cruz Machado,410680,Pfizer,16.318,5.943,5.194,5.001,103,77,0
PR,Cruz Machado,410680,Astrazeneca,11.676,5.370,5.118,1.038,143,7,0
PR,Cruz Machado,410680,Coronavac,6.230,3.173,3.052,5,0,0,0
PR,Cruz Machado,410680,Janssen,1.330,0,0,567,153,152,458
PR,Cruz Machado,410680,-,336,213,120,2,1,0,0
PR,Cruzeiro Do Iguaçu,410657,Pfizer,4.069,1.395,1.265,1.311,80,18,0
PR,Cruzeiro Do Iguaçu,410657,Astrazeneca,3.235,1.401,1.382,395,57,0,0
PR,Cruzeiro Do Iguaçu,410657,Coronavac,1.702,806,893,3,0,0,0
PR,Cruzeiro Do Iguaçu,410657,Janssen,549,0,0,336,126,0,87
PR,Cruzeiro Do Iguaçu,410657,-,173,145,28,0,0,0,0
PR,Cruzeiro Do Oeste,410660,Pfizer,20.330,7.371,6.242,6.333,301,83,0
PR,Cruzeiro Do Oeste,410660,Astrazeneca,18.564,7.524,7.515,3.390,114,21,0
PR,Cruzeiro Do Oeste,410660,Coronavac,8.902,4.473,4.429,0,0,0,0
PR,Cruzeiro Do Oeste,410660,Janssen,2.406,0,0,1.357,376,22,651
PR,Cruzeiro Do Oeste,410660,-,708,577,130,1,0,0,0
PR,Cruzeiro Do Sul,410670,Astrazeneca,3.668,1.590,1.534,509,35,0,0
PR,Cruzeiro Do Sul,410670,Pfizer,3.618,1.343,1.014,1.240,17,4,0
PR,Cruzeiro Do Sul,410670,Coronavac,2.027,1.018,1.009,0,0,0,0
PR,Cruzeiro Do Sul,410670,Janssen,752,0,0,533,33,18,168
PR,Cruzeiro Do Sul,410670,-,146,87,31,28,0,0,0
PR,Cruzmaltina,410685,Astrazeneca,2.317,1.029,995,236,1,56,0
PR,Cruzmaltina,410685,Pfizer,2.276,799,650,810,1,16,0
PR,Cruzmaltina,410685,Coronavac,1.278,661,616,0,0,1,0
PR,Cruzmaltina,410685,Janssen,324,0,0,241,7,23,53
PR,Cruzmaltina,410685,-,51,46,5,0,0,0,0
PR,Curitiba,410690,Pfizer,1.990.159,695.847,638.811,566.234,0,89.267,0
PR,Curitiba,410690,Astrazeneca,1.269.211,509.832,501.189,249.284,0,8.906,0
PR,Curitiba,410690,Coronavac,905.842,471.096,434.646,97,0,3,0
PR,Curitiba,410690,Janssen,289.998,856,0,246.253,0,4.534,38.355
PR,Curitiba,410690,-,14,7,7,0,0,0,0
PR,Curiúva,410700,Astrazeneca,13.136,5.664,5.290,1.633,350,199,0
PR,Curiúva,410700,Pfizer,10.737,3.506,2.897,3.992,190,152,0
PR,Curiúva,410700,Coronavac,6.220,3.214,2.993,5,4,4,0
PR,Curiúva,410700,Janssen,2.050,0,0,1.441,45,155,409
PR,Curiúva,410700,-,184,108,74,2,0,0,0
PR,Diamante D'Oeste,410715,Astrazeneca,3.744,1.515,1.454,642,133,0,0
PR,Diamante D'Oeste,410715,Pfizer,3.576,1.342,1.130,1.014,80,10,0
PR,Diamante D'Oeste,410715,Coronavac,2.403,1.220,1.183,0,0,0,0
PR,Diamante D'Oeste,410715,Janssen,271,0,0,106,43,17,105
PR,Diamante D'Oeste,410715,-,96,70,26,0,0,0,0
PR,Diamante Do Norte,410710,Astrazeneca,4.380,1.956,1.848,430,142,4,0
PR,Diamante Do Norte,410710,Pfizer,4.002,1.332,1.035,1.474,121,40,0
PR,Diamante Do Norte,410710,Coronavac,2.182,1.099,1.080,3,0,0,0
PR,Diamante Do Norte,410710,Janssen,891,0,0,568,125,2,196
PR,Diamante Do Norte,410710,-,171,145,25,1,0,0,0
PR,Diamante Do Sul,410712,Pfizer,2.716,1.014,842,836,24,0,0
PR,Diamante Do Sul,410712,Astrazeneca,2.466,1.056,1.046,295,69,0,0
PR,Diamante Do Sul,410712,Coronavac,1.521,823,696,2,0,0,0
PR,Diamante Do Sul,410712,Janssen,382,0,0,147,161,0,74
PR,Diamante Do Sul,410712,-,90,44,46,0,0,0,0
PR,Dois Vizinhos,410720,Pfizer,39.353,14.814,12.812,11.216,318,193,0
PR,Dois Vizinhos,410720,Astrazeneca,28.304,12.100,11.754,4.146,258,46,0
PR,Dois Vizinhos,410720,Coronavac,16.836,8.759,8.057,20,0,0,0
PR,Dois Vizinhos,410720,Janssen,3.514,0,0,1.445,644,62,1.363
PR,Dois Vizinhos,410720,-,1.437,903,486,48,0,0,0
PR,Douradina,410725,Pfizer,8.989,3.173,2.939,2.410,134,333,0
PR,Douradina,410725,Astrazeneca,7.814,3.069,3.053,1.220,470,2,0
PR,Douradina,410725,Coronavac,3.190,1.490,1.699,1,0,0,0
PR,Douradina,410725,Janssen,1.502,0,0,955,167,0,380
PR,Douradina,410725,-,327,311,16,0,0,0,0
PR,Doutor Camargo,410730,Astrazeneca,5.980,2.528,2.464,731,233,24,0
PR,Doutor Camargo,410730,Pfizer,5.155,1.427,1.241,2.365,59,63,0
PR,Doutor Camargo,410730,Coronavac,2.879,1.426,1.453,0,0,0,0
PR,Doutor Camargo,410730,Janssen,1.048,0,0,439,378,7,224
PR,Doutor Camargo,410730,-,111,109,2,0,0,0,0
PR,Doutor Ulysses,412863,Astrazeneca,4.852,2.153,2.032,627,32,8,0
PR,Doutor Ulysses,412863,Pfizer,3.804,1.422,1.111,1.262,8,1,0
PR,Doutor Ulysses,412863,Coronavac,2.518,1.258,1.210,33,3,14,0
PR,Doutor Ulysses,412863,Janssen,312,0,0,163,53,0,96
PR,Doutor Ulysses,412863,-,89,80,8,1,0,0,0
PR,Enéas Marques,410740,Pfizer,4.985,1.763,1.568,1.653,1,0,0
PR,Enéas Marques,410740,Astrazeneca,4.396,1.927,1.845,498,126,0,0
PR,Enéas Marques,410740,Coronavac,2.679,1.326,1.295,23,35,0,0
PR,Enéas Marques,410740,Janssen,946,0,0,587,88,1,270
PR,Enéas Marques,410740,-,168,121,47,0,0,0,0
PR,Engenheiro Beltrão,410750,Pfizer,11.441,3.958,3.242,3.934,246,61,0
PR,Engenheiro Beltrão,410750,Astrazeneca,10.794,4.669,4.499,1.543,83,0,0
PR,Engenheiro Beltrão,410750,Coronavac,5.054,2.479,2.574,1,0,0,0
PR,Engenheiro Beltrão,410750,Janssen,1.781,0,0,1.287,174,0,320
PR,Engenheiro Beltrão,410750,-,399,354,45,0,0,0,0
PR,Entre Rios Do Oeste,410753,Pfizer,4.128,1.482,1.352,1.244,40,10,0
PR,Entre Rios Do Oeste,410753,Astrazeneca,3.262,1.480,1.477,154,151,0,0
PR,Entre Rios Do Oeste,410753,Coronavac,1.757,857,898,2,0,0,0
PR,Entre Rios Do Oeste,410753,Janssen,230,0,0,88,46,0,96
PR,Entre Rios Do Oeste,410753,-,102,75,27,0,0,0,0
PR,Esperança Nova,410752,Astrazeneca,1.814,795,790,181,18,30,0
PR,Esperança Nova,410752,Pfizer,1.753,507,485,705,44,12,0
PR,Esperança Nova,410752,Coronavac,1.210,590,620,0,0,0,0
PR,Esperança Nova,410752,Janssen,217,0,0,151,5,35,26
PR,Esperança Nova,410752,-,71,57,14,0,0,0,0
PR,Espigão Alto Do Iguaçu,410754,Pfizer,3.823,1.461,1.177,1.097,75,13,0
PR,Espigão Alto Do Iguaçu,410754,Astrazeneca,3.317,1.454,1.408,410,45,0,0
PR,Espigão Alto Do Iguaçu,410754,Coronavac,2.418,1.216,1.202,0,0,0,0
PR,Espigão Alto Do Iguaçu,410754,Janssen,522,0,0,445,1,2,74
PR,Espigão Alto Do Iguaçu,410754,-,214,153,61,0,0,0,0
PR,Farol,410755,Astrazeneca,3.042,1.362,1.325,311,44,0,0
PR,Farol,410755,Pfizer,2.773,880,799,984,53,57,0
PR,Farol,410755,Coronavac,1.406,660,743,3,0,0,0
PR,Farol,410755,Janssen,354,0,0,309,0,5,40
PR,Farol,410755,-,127,117,10,0,0,0,0
PR,Faxinal,410760,Pfizer,14.918,5.345,4.205,5.308,54,6,0
PR,Faxinal,410760,Astrazeneca,11.833,5.522,5.230,753,325,3,0
PR,Faxinal,410760,Coronavac,6.552,3.391,3.160,1,0,0,0
PR,Faxinal,410760,Janssen,1.715,0,0,574,576,4,561
PR,Faxinal,410760,-,327,204,122,0,1,0,0
PR,Fazenda Rio Grande,410765,Pfizer,104.316,46.935,38.486,18.547,75,273,0
PR,Fazenda Rio Grande,410765,Astrazeneca,72.020,29.337,27.974,14.221,404,84,0
PR,Fazenda Rio Grande,410765,Coronavac,52.323,27.782,24.481,54,1,5,0
PR,Fazenda Rio Grande,410765,Janssen,16.809,0,0,8.317,2.987,562,4.943
PR,Fazenda Rio Grande,410765,-,3.602,2.745,844,7,5,1,0
PR,Fênix,410770,Astrazeneca,4.134,1.846,1.855,432,0,1,0
PR,Fênix,410770,Pfizer,3.265,1.095,845,1.307,0,18,0
PR,Fênix,410770,Coronavac,1.994,976,1.017,0,0,1,0
PR,Fênix,410770,Janssen,513,0,0,437,0,0,76
PR,Fênix,410770,-,133,133,0,0,0,0,0
PR,Fernandes Pinheiro,410773,Pfizer,5.400,2.020,1.762,1.578,29,11,0
PR,Fernandes Pinheiro,410773,Astrazeneca,4.586,1.920,1.858,709,98,1,0
PR,Fernandes Pinheiro,410773,Coronavac,2.898,1.434,1.464,0,0,0,0
PR,Fernandes Pinheiro,410773,Janssen,942,0,0,605,85,0,252
PR,Fernandes Pinheiro,410773,-,180,169,11,0,0,0,0
PR,Figueira,410775,Pfizer,7.159,2.351,2.171,2.371,228,38,0
PR,Figueira,410775,Astrazeneca,6.379,2.632,2.592,1.057,74,24,0
PR,Figueira,410775,Coronavac,3.873,1.943,1.893,32,0,5,0
PR,Figueira,410775,Janssen,1.484,0,0,1.069,1,46,368
PR,Figueira,410775,-,272,228,42,2,0,0,0
PR,Flor Da Serra Do Sul,410785,Pfizer,4.384,1.496,1.361,1.461,30,36,0
PR,Flor Da Serra Do Sul,410785,Astrazeneca,3.928,1.651,1.604,661,12,0,0
PR,Flor Da Serra Do Sul,410785,Coronavac,2.398,1.165,1.233,0,0,0,0
PR,Flor Da Serra Do Sul,410785,Janssen,579,0,0,289,189,1,100
PR,Flor Da Serra Do Sul,410785,-,189,161,28,0,0,0,0
PR,Floraí,410780,Astrazeneca,4.622,2.033,2.010,549,29,1,0
PR,Floraí,410780,Pfizer,4.415,1.325,1.213,1.676,188,13,0
PR,Floraí,410780,Coronavac,2.395,1.145,1.249,1,0,0,0
PR,Floraí,410780,Janssen,825,0,0,565,105,1,154
PR,Floraí,410780,-,144,137,7,0,0,0,0
PR,Floresta,410790,Pfizer,7.882,2.860,2.386,2.591,28,17,0
PR,Floresta,410790,Astrazeneca,6.443,2.741,2.609,844,249,0,0
PR,Floresta,410790,Coronavac,3.980,2.037,1.942,0,0,1,0
PR,Floresta,410790,Janssen,919,0,0,659,122,8,130
PR,Floresta,410790,-,218,218,0,0,0,0,0
PR,Florestópolis,410800,Pfizer,9.027,3.710,3.060,1.745,32,480,0
PR,Florestópolis,410800,Astrazeneca,7.883,3.865,3.439,393,1,185,0
PR,Florestópolis,410800,Coronavac,4.143,2.142,1.983,9,0,9,0
PR,Florestópolis,410800,Janssen,938,0,0,314,13,245,366
PR,Florestópolis,410800,-,310,264,30,6,0,10,0
PR,Flórida,410810,Astrazeneca,2.529,1.091,1.049,319,70,0,0
PR,Flórida,410810,Pfizer,2.495,746,667,1.045,31,6,0
PR,Flórida,410810,Coronavac,1.340,659,679,2,0,0,0
PR,Flórida,410810,Janssen,352,0,0,200,107,0,45
PR,Flórida,410810,-,91,82,9,0,0,0,0
PR,Formosa Do Oeste,410820,Pfizer,6.025,1.942,1.779,2.223,60,21,0
PR,Formosa Do Oeste,410820,Astrazeneca,5.721,2.369,2.355,897,100,0,0
PR,Formosa Do Oeste,410820,Coronavac,4.131,2.040,2.087,4,0,0,0
PR,Formosa Do Oeste,410820,Janssen,1.155,0,0,880,5,0,270
PR,Formosa Do Oeste,410820,-,217,176,41,0,0,0,0
PR,Foz Do Iguaçu,410830,Pfizer,235.945,93.723,81.287,59.427,711,797,0
PR,Foz Do Iguaçu,410830,Astrazeneca,234.415,104.381,99.814,28.984,1.236,0,0
PR,Foz Do Iguaçu,410830,Coronavac,92.758,48.241,44.445,72,0,0,0
PR,Foz Do Iguaçu,410830,Janssen,20.699,0,0,9.011,4.356,0,7.332
PR,Foz Do Jordão,410845,Astrazeneca,4.379,2.037,1.820,451,66,5,0
PR,Foz Do Jordão,410845,Pfizer,3.992,1.471,1.183,1.320,14,4,0
PR,Foz Do Jordão,410845,Coronavac,2.216,1.102,1.058,12,35,9,0
PR,Foz Do Jordão,410845,Janssen,572,0,0,450,43,2,77
PR,Foz Do Jordão,410845,-,204,105,99,0,0,0,0
PR,Francisco Alves,410832,Pfizer,6.099,2.397,2.017,1.604,81,0,0
PR,Francisco Alves,410832,Astrazeneca,4.597,1.985,1.945,661,6,0,0
PR,Francisco Alves,410832,Coronavac,3.871,1.934,1.937,0,0,0,0
PR,Francisco Alves,410832,Janssen,527,0,0,328,77,0,122
PR,Francisco Alves,410832,-,226,199,27,0,0,0,0
PR,Francisco Beltrão,410840,Pfizer,96.724,35.454,31.640,27.281,938,1.411,0
PR,Francisco Beltrão,410840,Astrazeneca,65.546,28.000,27.127,7.356,2.263,800,0
PR,Francisco Beltrão,410840,Coronavac,34.938,17.921,17.003,12,2,0,0
PR,Francisco Beltrão,410840,Janssen,10.128,0,0,5.990,1.620,159,2.359
PR,Francisco Beltrão,410840,-,2.134,1.211,879,33,2,9,0
PR,General Carneiro,410850,Pfizer,10.301,3.590,2.864,1.477,52,2.318,0
PR,General Carneiro,410850,Astrazeneca,8.001,3.919,3.706,40,1,335,0
PR,General Carneiro,410850,Coronavac,3.819,2.008,1.810,0,0,1,0
PR,General Carneiro,410850,Janssen,1.376,0,0,232,13,745,386
PR,General Carneiro,410850,-,369,184,181,0,0,4,0
PR,Godoy Moreira,410855,Pfizer,3.005,845,797,1.313,50,0,0
PR,Godoy Moreira,410855,Astrazeneca,2.700,1.107,1.102,398,93,0,0
PR,Godoy Moreira,410855,Coronavac,1.684,815,847,22,0,0,0
PR,Godoy Moreira,410855,Janssen,408,0,0,261,116,0,31
PR,Godoy Moreira,410855,-,62,62,0,0,0,0,0
PR,Goioerê,410860,Pfizer,26.487,9.212,8.047,9.221,6,1,0
PR,Goioerê,410860,Astrazeneca,19.905,8.984,8.723,1.970,227,1,0
PR,Goioerê,410860,Coronavac,11.144,5.577,5.564,3,0,0,0
PR,Goioerê,410860,Janssen,3.179,0,0,2.306,51,3,819
PR,Goioerê,410860,-,725,598,127,0,0,0,0
PR,Goioxim,410865,Pfizer,6.582,2.362,2.125,1.687,16,392,0
PR,Goioxim,410865,Astrazeneca,5.567,2.532,2.364,575,71,25,0
PR,Goioxim,410865,Coronavac,2.546,1.239,1.200,33,74,0,0
PR,Goioxim,410865,Janssen,519,0,0,318,56,8,137
PR,Goioxim,410865,-,235,123,100,11,1,0,0
PR,Grandes Rios,410870,Astrazeneca,4.755,2.093,1.991,660,11,0,0
PR,Grandes Rios,410870,Pfizer,4.589,1.642,1.348,1.518,69,12,0
PR,Grandes Rios,410870,Coronavac,2.304,1.196,1.107,1,0,0,0
PR,Grandes Rios,410870,Janssen,696,0,0,343,247,9,97
PR,Grandes Rios,410870,-,205,134,70,1,0,0,0
PR,Guaíra,410880,Astrazeneca,27.963,13.940,12.741,1.111,140,31,0
PR,Guaíra,410880,Pfizer,20.850,6.894,5.266,8.416,123,151,0
PR,Guaíra,410880,Coronavac,8.992,4.612,4.379,1,0,0,0
PR,Guaíra,410880,Janssen,1.350,0,0,561,111,4,674
PR,Guaíra,410880,-,97,44,42,11,0,0,0
PR,Guairaçá,410890,Pfizer,6.918,2.101,1.971,2.490,186,170,0
PR,Guairaçá,410890,Astrazeneca,6.355,2.611,2.593,944,205,2,0
PR,Guairaçá,410890,Coronavac,2.736,1.302,1.430,2,2,0,0
PR,Guairaçá,410890,Janssen,1.086,0,0,376,442,0,268
PR,Guairaçá,410890,-,277,215,54,8,0,0,0
PR,Guamiranga,410895,Pfizer,8.109,2.931,2.686,2.416,60,16,0
PR,Guamiranga,410895,Astrazeneca,6.480,2.763,2.725,857,104,31,0
PR,Guamiranga,410895,Coronavac,2.863,1.417,1.444,2,0,0,0
PR,Guamiranga,410895,Janssen,1.340,0,0,982,5,45,308
PR,Guamiranga,410895,-,191,180,10,1,0,0,0
PR,Guapirama,410900,Pfizer,3.840,1.471,1.292,1.017,57,3,0
PR,Guapirama,410900,Astrazeneca,3.449,1.467,1.447,527,8,0,0
PR,Guapirama,410900,Coronavac,1.925,946,978,1,0,0,0
PR,Guapirama,410900,Janssen,739,0,0,475,2,112,150
PR,Guapirama,410900,-,153,142,11,0,0,0,0
PR,Guaporema,410910,Pfizer,1.990,579,563,775,64,9,0
PR,Guaporema,410910,Astrazeneca,1.936,793,788,285,52,18,0
PR,Guaporema,410910,Coronavac,1.107,551,553,3,0,0,0
